nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;hwd;pronSampa;pronIpa;pronPos
2;ſtrăʹngling;;;;n.;38.0;204;strangling;strangling;s t r\ { N g @ l i N;stɹæŋgəliŋ;noun
1;ſtrăp;;;;n.;40.0;204;strap;strap;s t r\ { p;stɹæp;noun
2;ſtrāʹtā;L.;;;n.;42.0;204;strata;strata;s t r\ { 4 @;stɹæɾə;noun
1;ſtraw;;;;n.;44.0;204;straw;straw;s t r\ O:;stɹOː;noun
3;ſtraʹwbĕrry;;;;n.;45.0;204;strawberry;strawberry;s t r\ O: b E r\ i:;stɹOːbɛɹiː;noun
1;ſtray;;;;v.;46.0;204;stray;stray;s t r\ eI;stɹ?;verb
1;ſtreak;;;;v.;47.0;204;streak;streak;s t r\ i: k;stɹiːk;verb
2;ſtreaʹked;;;;a.;48.0;204;streaked;streaked;s t r\ i: k t;stɹiːkt;adjective
1;ſtream;;;;n.;49.0;204;stream;stream;s t r\ i: m;stɹiːm;noun
2;ſtreaʹm_e_r;;;;n.;50.0;204;streamer;streamer;s t r\ i: m 3:r;stɹiːmɜ:r;noun
1;ſtreet;;;;n.;51.0;204;street;street;s t r\ i: t;stɹiːt;noun
1;ſtrĕngth;;;;n.;52.0;204;strength;strength;s t r\ E N k T;stɹɛŋkθ;noun
2;ſtrĕʹngth_e_n;;;;v.;53.0;204;strengthen;strengthen;s t r\ E N T @ n;stɹɛŋθən;verb
1;ſtreſs;;;;n.;55.0;204;stress;stress;s t r\ E s;stɹɛs;noun
1;ſtrĕtch;;;;v.;56.0;204;stretch;stretch;s t r\ E tS;stɹɛ?;verb
2;ſtrĕʹtchers;;;;n.;57.0;204;stretchers;stretchers;s t r\ E tS 3:r z;stɹɛ?ɜ:rz;noun
1;ſtrew;;;;v.;58.0;204;strew;strew;s t r\ u;stɹu;verb
2;ſtrĭʹck_e_n;;;;a.;59.0;204;stricken;stricken;s t r\ I k @ n;stɹɪkən;adjective
1;ſtrĭct;;;;a.;61.0;204;strict;strict;s t r\ I k t;stɹɪkt;adjective
1;ſtrīde;;;;v.;62.0;204;stride;stride;s t r\ aI d;stɹ?d;verb
1;ſtrīfe;;;;n.;63.0;204;strife;strife;s t r\ aI f;stɹ?f;noun
1;ſtrīke;;;;v.;64.0;204;strike;strike;s t r\ aI k;stɹ?k;verb
2;ſtrīʹking;;;;a.;65.0;204;striking;striking;s t r\ aI k i N;stɹ?kiŋ;adjective
1;ſtrĭng;;;;n.;66.0;204;string;string;s t r\ I N;stɹɪŋ;noun
2;ſtrĭʹngy;;;;a.;67.0;204;stringy;stringy;s t r\ I N i:;stɹɪŋiː;adjective
1;ſtrĭp;;;;v.;68.0;204;strip;strip;s t r\ I p;stɹɪp;verb
1;ſtrīpe;;;;n.;69.0;204;stripe;stripe;s t r\ aI p;stɹ?p;noun
2;ſtrĭʹplĭng;;;;n.;70.0;204;stripling;stripling;s t r\ I p l i N;stɹɪpliŋ;noun
1;ſtrīve;;;;v.;71.0;204;strive;strive;s t r\ aI v;stɹ?v;verb
1;ſtrōke;;;;v.;73.0;204;stroke;stroke;s t r\ @U k;stɹoʊk;verb
1;ſtroll;;;;v.;2.0;205;stroll;stroll;s t r\ @U l;stɹoʊl;verb
1;ſtrong;;;;a.;3.0;205;strong;strong;s t r\ O: N;stɹOːŋ;adjective
1;ſtrŭck;;;;a.;4.0;205;struck;struck;s t r\ V k;stɹʌk;adjective
2;ſtrŭʹctūre;;;;n.;5.0;205;structure;structure;s t r\ V k tS 3:r;stɹʌk?ɜ:r;noun
2;ſtrŭʹggle;;;;v.;6.0;205;struggle;struggle;s t r\ V g @ l;stɹʌgəl;verb
1;ſtrŭt;;;;v.;8.0;205;strut;strut;s t r\ V t;stɹʌt;verb
2;ſtŭʹbble;;;;n.;10.0;205;stubble;stubble;s t V b @ l;stʌbəl;noun
2;ſtŭʹbborn;;;;a.;11.0;205;stubborn;stubborn;s t V b 3:r n;stʌbɜ:rn;adjective
1;ſtŭd;;;;n.;13.0;205;stud;stud;s t V d;stʌd;noun
2;ſtŭʹdded;;;;a.;14.0;205;studded;studded;s t V 4 i d;stʌɾid;adjective
2;ſtūʹdent;;;;n.;15.0;205;student;student;s t u d @ n t;studənt;noun
3;ſtūʹdĭ_o_us;L.;;;a.;16.0;205;studious;studious;s t u 4 i: @ s;stuɾiːəs;adjective
2;ſtŭʹdy;L.;;;n.;17.0;205;study;study;s t V 4 i:;stʌɾiː;noun
1;ſtŭff;;;;n.;18.0;205;stuff;stuff;s t V f;stʌf;noun
1;ſtŭm;;;;n.;19.0;205;stum;stum;s t V m;stʌm;noun
2;ſtŭʹmble;;;;v.;20.0;205;stumble;stumble;s t V m b @ l;stʌmbəl;verb
1;ſtŭmp;;;;n.;22.0;205;stump;stump;s t V m p;stʌmp;noun
1;ſtŭn;;;;v.;23.0;205;stun;stun;s t V n;stʌn;verb
1;ſtŭnt;;;;v.;24.0;205;stunt;stunt;s t V n t;stʌnt;verb
2;ſtūʹpid;L.;;;a.;28.0;205;stupid;stupid;s t u p @ d;stupəd;adjective
4;ſtūpĭʹdĭty;L.;;;n.;29.0;205;stupidity;stupidity;s t u p I 4 i 4 i:;stupɪɾiɾiː;noun
2;ſtūʹpor;L.;;;n.;31.0;205;stupor;stupor;s t u p 3:r;stupɜ:r;noun
2;ſtŭʹrdy;;;;a.;32.0;205;sturdy;sturdy;s t 3:r 4 i:;stɜ:rɾiː;adjective
1;ſty;;;;n.;33.0;205;sty;sty;s t aI;st?;noun
1;ſtȳle;L.;;;n.;35.0;205;style;style;s t aI l;st?l;noun
1;ſtух;;;;n.;37.0;205;styx;styx;s t I k s;stɪks;noun
3;sŭbdĭvīʹde;;;;v.;46.0;205;subdivide;subdivide;s V b d @ v aI d;sʌbdəv?d;verb
2;sŭbdūʹe;L.;;;v.;47.0;205;subdue;subdue;s @ b d u;səbdu;verb
2;sŭʹbjĕct;L.;;;n.;49.0;205;subject;subject;s @ b dZ E k t;səb?ɛkt;noun
2;suʹbjĕʹct;;;;v.;50.0;205;subject;subject;s @ b dZ E k t;səb?ɛkt;verb
4;sŭbjĕʹction;L.;;;n.;51.0;205;subjection;subjection;s @ b dZ E k S @ n;səb?ɛkʃən;noun
3;sŭʹbjūgāte;L.;;;v.;54.0;205;subjugate;subjugate;s V b dZ @ g eI t;sʌb?əg?t;verb
2;sŭblīʹme;L.;;;a.;60.0;205;sublime;sublime;s @ b l aI m;səbl?m;adjective
4;sŭblĭʹmĭty;;;;n.;61.0;205;sublimity;sublimity;s @ b l I m @ 4 i:;səblɪməɾiː;noun
2;sŭbmĕʹrge;L.;;;v.;64.0;205;submerge;submerge;s @ b m 3:r dZ;səbmɜ:r?;verb
4;sŭbmĭʹſſion;;;;n.;65.0;205;submission;submission;s @ b m I S @ n;səbmɪʃən;noun
3;sŭbmĭʹſſive;;;;a.;66.0;205;submissive;submissive;s @ b m I s i v;səbmɪsiv;adjective
2;sŭbmiʹt;;;;v.;67.0;205;submit;submit;s @ b m I t;səbmɪt;verb
4;sŭbŏʹrdĭnāte;L.;;;a.;68.0;205;subordinate;subordinate;s @ b O: r\ d @ n eI t;səbOːɹdən?t;adjective
6;sŭbŏrdĭnāʹtion;;;;n.;69.0;205;subordination;subordination;s @ b O: r\ d @ n eI S @ n;səbOːɹdən?ʃən;noun
3;sūbp_o_ēnā;;nbSyll>1 et pas d'accent tonic;;n.;71.0;205;subpoena;subpoena;s @ p i: n @;səpiːnə;noun
2;sŭbſcrīʹbe;;;;v.;2.0;206;subscribe;subscribe;s @ b s k r\ aI b;səbskɹ?b;verb
4;sŭbſcrĭʹption;;;;n.;3.0;206;subscription;subscription;s @ b s k r\ I p S @ n;səbskɹɪpʃən;noun
3;sŭʹbſequĕnt;;;;a.;4.0;206;subsequent;subsequent;s V b s @ k w @ n t;sʌbsəkwənt;adjective
4;sŭbsĕʹrviėnt;;;;a.;7.0;206;subservient;subservient;s @ b s 3:r v i: @ n t;səbsɜ:rviːənt;adjective
2;sŭʹbŭrbs;;;;n.;8.0;206;suburbs;suburbs;s V b 3:r b z;sʌbɜ:rbz;noun
2;sŭcceeʹd;L.;;;v.;12.0;206;succeed;succeed;s @ k s i: d;səksiːd;verb
2;sŭʹcceʹſs;;;;n.;13.0;206;success;success;s @ k s E s;səksɛs;noun
3;sŭccĕʹſsful;;;;a.;14.0;206;successful;successful;s @ k s E s f @ l;səksɛsfəl;adjective
4;sŭccĕʹſſion;;;;n.;15.0;206;succession;succession;s @ k s E S @ n;səksɛʃən;noun
3;sŭccĕʹſſive;;;;a.;16.0;206;successive;successive;s @ k s E s i v;səksɛsiv;adjective
3;sŭccĕʹſſor;;;;n.;17.0;206;successor;successor;s @ k s E s 3:r;səksɛsɜ:r;noun
2;sŭccĭʹnct;L.;;;a.;18.0;206;succinct;succinct;s @ k s I N k t;səksɪŋkt;adjective
3;sŭʹccūlent;L.;;;a.;21.0;206;succulent;succulent;s V k j @ l i n t;sʌkjəlint;adjective
2;sŭccŭʹm_b_;L.;;;v.;22.0;206;succumb;succumb;s @ k V m;səkʌm;verb
1;suck;;;;v.;23.0;206;suck;suck;s V k;sʌk;verb
2;sŭʹck_e_r;;;;n.;24.0;206;sucker;sucker;s V k 3:r;sʌkɜ:r;noun
2;sŭʹckle;;;;v.;25.0;206;suckle;suckle;s V k @ l;sʌkəl;verb
2;sŭʹckling;;;;n.;26.0;206;suckling;suckling;s V k l i N;sʌkliŋ;noun
2;sŭʹdd_e_n;;;;a.;28.0;206;sudden;sudden;s V d @ n;sʌdən;adjective
1;sŭds;;;;n.;30.0;206;suds;suds;s V d z;sʌdz;noun
1;sūe;;;;v.;31.0;206;sue;sue;s u;su;verb
2;sŭʹff_e_r;;;;v.;33.0;206;suffer;suffer;s V f 3:r;sʌfɜ:r;verb
3;sŭʹffĕrer;;;;n.;35.0;206;sufferer;sufferer;s V f 3:r 3:r;sʌfɜ:rɜ:r;noun
2;sŭffīʹce;L.;;;v.;36.0;206;suffice;suffice;s @ f aI s;səf?s;verb
5;sŭffĭʹcĭency;;;;n.;37.0;206;sufficiency;sufficiency;s @ f I S @ n s i:;səfɪʃənsiː;noun
3;sŭʹffōcāte;L.;;;v.;38.0;206;suffocate;suffocate;s V f @ k eI t;sʌfək?t;verb
2;sŭʹffrage;;;;n.;40.0;206;suffrage;suffrage;s V f r\ i dZ;sʌfɹi?;noun
2;sūʹgar;;;;n.;43.0;206;sugar;sugar;S U g 3:r;ʃʊgɜ:r;noun
2;sŭggĕʹſt;L.;;;v.;44.0;206;suggest;suggest;s @ g dZ E s t;səg?ɛst;verb
4;sŭggĕʹſtion;;;;n.;45.0;206;suggestion;suggestion;s @ g dZ E s tS @ n;səg?ɛs?ən;noun
3;sūʹĭcīde;L.;;;n.;46.0;206;suicide;suicide;s u @ s aI d;suəs?d;noun
1;ſuit;F.;;;n.;47.0;206;suit;suit;s u t;sut;noun
3;ſuiʹtable;;;;a.;48.0;206;suitable;suitable;s u 4 @ b @ l;suɾəbəl;adjective
2;ſuiʹtor;;;;n.;49.0;206;suitor;suitor;s u 4 3:r;suɾɜ:r;noun
2;sŭʹllĕn;;;;a.;50.0;206;sullen;sullen;s V l @ n;sʌlən;adjective
2;sŭʹlly;F.;;;v.;51.0;206;sully;sully;s V l i:;sʌliː;verb
2;sŭʹlphur;L.;;;n.;52.0;206;sulphur;sulphur;s V l f 3:r;sʌlfɜ:r;noun
2;sŭʹltan;;;;n.;54.0;206;sultan;sultan;s V l t @ n;sʌltən;noun
2;sŭʹltry;;;;a.;57.0;206;sultry;sultry;s V l t r\ i:;sʌltɹiː;adjective
1;sŭm;;;;n.;58.0;206;sum;sum;s V m;sʌm;noun
3;sŭʹmmăry;L.;;;n.;60.0;206;summary;summary;s V m 3:r i:;sʌmɜ:riː;noun
2;sŭʹmmĕr;;;;n.;61.0;206;summer;summer;s V m 3:r;sʌmɜ:r;noun
2;sŭʹmmĭt;;;;n.;62.0;206;summit;summit;s V m @ t;sʌmət;noun
2;sŭʹmmŏn;;;;v.;63.0;206;summon;summon;s V m @ n;sʌmən;verb
4;sŭʹm_p_tūāry;;;;a.;65.0;206;sumptuary;sumptuary;s V m p tS u E r\ i:;sʌmp?uɛɹiː;adjective
4;sŭʹm_p_tū_o_us;;;;a.;66.0;206;sumptuous;sumptuous;s V m p tS w @ s;sʌmp?wəs;adjective
1;sŭn;;;;n.;67.0;206;sun;sun;s V n;sʌn;noun
2;sŭʹnday;;;;n.;68.0;206;sunday;sunday;s V n d eI;sʌnd?;noun
2;sŭʹnd_e_r;;;;v.;69.0;206;sunder;sunder;s V n d 3:r;sʌndɜ:r;verb
3;sŭʹnflȯẇer;;;;n.;71.0;206;sunflower;sunflower;s V n f l aU 3:r;sʌnfl?ɜ:r;noun
1;sŭp;;;;n.;72.0;206;sup;sup;s V p;sʌp;noun
2;sūpĕʹrb;;;;a.;6.0;207;superb;superb;s U p 3:r b;sʊpɜ:rb;adjective
5;sūpĕrcĭʹlĭ_o_us;L.;;;a.;9.0;207;supercilious;supercilious;s u p 3:r s I l i: @ s;supɜ:rsɪliːəs;adjective
5;sūpĕrfĭʹcĭal;;;;a.;14.0;207;superficial;superficial;s u p 3:r f I S @ l;supɜ:rfɪʃəl;adjective
4;sūpĕʹrflū_o_us;;;;a.;18.0;207;superfluous;superfluous;s u p 3:r f l w V s;supɜ:rflwʌs;adjective
4;sūpĕrĭndūʹce;;;;v.;19.0;207;superinduce;superinduce;s u p 3:r i n d u s;supɜ:rindus;verb
5;sūpĕrĭntĕʹndănt;;;;n.;22.0;207;superintendant;superintendant;s u p 3:r @ n t E n d @ n t;supɜ:rəntɛndənt;noun
6;sūpĕrĭōʹrity;;;;n.;23.0;207;superiority;superiority;s u p i r\ i: O: r\ i 4 i:;supiɹiːOːɹiɾiː;noun
4;sūpĕʹrlātive;;;;a.;25.0;207;superlative;superlative;s U p 3:r l @ 4 i v;sʊpɜ:rləɾiv;adjective
5;sūpĕrnāʹtūral;;;;a.;27.0;207;supernatural;supernatural;s u p 3:r n { tS 3:r @ l;supɜ:rnæ?ɜ:rəl;adjective
3;sūpĕrsēʹde;;;;v.;32.0;207;supersede;supersede;s u p 3:r s i: d;supɜ:rsiːd;verb
4;sūpĕrſtĭʹtion;;;;n.;34.0;207;superstition;superstition;s u p 3:r s t I S @ n;supɜ:rstɪʃən;noun
5;sūpĕrſtĭʹti_o_us;;;;a.;35.0;207;superstitious;superstitious;s u p 3:r s t I S @ s;supɜ:rstɪʃəs;adjective
4;sūpĕrſtrŭʹctūre;;;Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.;s.;36.0;207;superstructure;superstructure;s u p 3:r s t r\ V k tS 3:r;supɜ:rstɹʌk?ɜ:r;?
3;sŭpĕrvīſe;L.;nbSyll>1 et pas d'accent tonic;;v.;39.0;207;supervise;supervise;s u p 3:r v aI z;supɜ:rv?z;verb
2;sūʹpīne;L.;;;a.;41.0;207;supine;supine;s @ p aI n;səp?n;adjective
2;sŭʹpp_e_r;;;;n.;42.0;207;supper;supper;s V p 3:r;sʌpɜ:r;noun
2;sŭpplăʹnt;;;;v.;44.0;207;supplant;supplant;s @ p l { n t;səplænt;verb
2;sŭʹpple;;;;v.;45.0;207;supple;supple;s V p @ l;sʌpəl;verb
3;sŭʹpplēment;;;;n.;46.0;207;supplement;supplement;s V p l @ m @ n t;sʌpləmənt;noun
5;sŭpplēmĕʹntāry;;;;a.;47.0;207;supplementary;supplementary;s V p l @ m E n t 3:r i:;sʌpləmɛntɜ:riː;adjective
2;sŭpplyʹ;;;;v.;51.0;207;supply;supply;s @ p l aI;səpl?;verb
2;sŭppŏʹrt;;;;v.;52.0;207;support;support;s @ p O: r\ t;səpOːɹt;verb
4;sŭppŏʹrtable;;;;a.;53.0;207;supportable;supportable;s @ p O: r\ 4 @ b @ l;səpOːɹɾəbəl;adjective
3;sŭppŏʹrt_e_r;;;;n.;54.0;207;supporter;supporter;s @ p O: r\ 4 3:r;səpOːɹɾɜ:r;noun
2;sŭʹppōſĕ;;;;v.;56.0;207;suppose;suppose;s @ p @U z;səpoʊz;verb
5;sŭppŏsĭʹtion;L.;;;n.;57.0;207;supposition;supposition;s V p @ z I S @ n;sʌpəzɪʃən;noun
2;sŭpprĕʹſs;;;;v.;60.0;207;suppress;suppress;s @ p r\ E s;səpɹɛs;verb
4;sŭpprĕʹſſion;;;;n.;61.0;207;suppression;suppression;s @ p r\ E S @ n;səpɹɛʃən;noun
4;sūprĕʹmăcy;;;;n.;68.0;207;supremacy;supremacy;s @ p r\ E m @ s i:;səpɹɛməsiː;noun
2;sūprēʹme;;;;n.;69.0;207;supreme;supreme;s @ p r\ i: m;səpɹiːm;noun
2;sŭrchāʹrge;F.;;;v.;72.0;207;surcharge;surcharge;s 3:r tS A r\ dZ;sɜ:r?ɑɹ?;verb
1;sūre;F.;;;a.;3.0;208;sure;sure;S U r\;ʃʊɹ;adjective
2;sūʹr_e_ty;L.;;;n.;5.0;208;surety;surety;S U r\ @ 4 i:;ʃʊɹəɾiː;noun
2;sŭʹrfāce;F.;;;n.;6.0;208;surface;surface;s 3:r f @ s;sɜ:rfəs;noun
2;sŭʹrfeit;;;;v.;7.0;208;surfeit;surfeit;s 3:r f @ t;sɜ:rfət;verb
1;sŭrge;;;;n.;8.0;208;surge;surge;s 3:r dZ;sɜ:r?;noun
3;sŭʹrgeon;;;;n.;9.0;208;surgeon;surgeon;s 3:r dZ @ n;sɜ:r?ən;noun
3;sŭʹrgĕry;G.;;;n.;10.0;208;surgery;surgery;s 3:r dZ 3:r i:;sɜ:r?ɜ:riː;noun
2;sŭʹrly;;;;a.;11.0;208;surly;surly;s 3:r l i:;sɜ:rliː;adjective
2;sŭʹrnāme;;;;n.;14.0;208;surname;surname;s 3:r n eI m;sɜ:rn?m;noun
2;sŭrpăʹſs;F.;;;v.;15.0;208;surpass;surpass;s 3:r p { s;sɜ:rpæs;verb
2;sŭʹrplus;L.;;;n.;17.0;208;surplus;surplus;s 3:r p l @ s;sɜ:rpləs;noun
3;sŭrrĕʹnd_e_r;F.;;;v.;20.0;208;surrender;surrender;s 3:r E n d 3:r;sɜ:rɛndɜ:r;verb
5;sŭrrĕptĭʹti_o_us;;;;a.;21.0;208;surreptitious;surreptitious;s 3:r @ p t I S @ s;sɜ:rəptɪʃəs;adjective
3;sŭʹrrŏgāte;L.;;;n.;22.0;208;surrogate;surrogate;s 3:r @ g @ t;sɜ:rəgət;noun
2;sŭrveʹy;F.;;;v.;26.0;208;survey;survey;s 3:r v eI;sɜ:rv?;verb
2;sŭrvīʹve;F.;;;v.;28.0;208;survive;survive;s 3:r v aI v;sɜ:rv?v;verb
3;sŭrvīʹvor;;;;n.;29.0;208;survivor;survivor;s 3:r v aI v 3:r;sɜ:rv?vɜ:r;noun
2;sŭſpĕʹct;L.;;;v.;34.0;208;suspect;suspect;s @ s p E k t;səspɛkt;verb
2;sŭſpĕʹnd;L.;;;v.;36.0;208;suspend;suspend;s @ s p E n d;səspɛnd;verb
3;sŭſpĕʹnded;;;;a.;37.0;208;suspended;suspended;s @ s p E n d @ d;səspɛndəd;adjective
4;sŭſpĭʹcion;L.;;;n.;40.0;208;suspicion;suspicion;s @ s p I S @ n;səspɪʃən;noun
4;sŭſpĭʹcĭ_o_us;L.;;;a.;41.0;208;suspicious;suspicious;s @ s p I S @ s;səspɪʃəs;adjective
2;sŭſtaʹin;L.;;;v.;43.0;208;sustain;sustain;s @ s t eI n;səst?n;verb
3;sŭʹſtĕnănce;L.;;;n.;44.0;208;sustenance;sustenance;s V s t @ n @ n s;sʌstənəns;noun
2;sŭʹttle;;;;n.;46.0;208;suttle;suttle;s V 4 @ l;sʌɾəl;noun
2;sūʹtŭre;;;;n.;48.0;208;suture;suture;s u tS 3:r;su?ɜ:r;noun
2;ſwăʹgg_e_r;;;;v.;51.0;208;swagger;swagger;s w { g 3:r;swægɜ:r;verb
1;ſwain;;;;n.;52.0;208;swain;swain;s w eI n;sw?n;noun
2;ſwăʹllo_w_;;;;n.;53.0;208;swallow;swallow;s w A l @U;swɑloʊ;noun
1;ſwămp;;;;n.;54.0;208;swamp;swamp;s w A m p;swɑmp;noun
1;ſwăn;;;;n.;55.0;208;swan;swan;s w A n;swɑn;noun
1;swăp;;;;v.;57.0;208;swap;swap;s w A p;swɑp;verb
2;ſward;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;n.;58.0;208;sward;sward;s w O: r\ d;swOːɹd;noun
1;ſwărm;;;;n.;59.0;208;swarm;swarm;s w O: r\ m;swOːɹm;noun
2;ſwăʹrthy;;;;a.;60.0;208;swarthy;swarthy;s w O: r\ D i:;swOːɹðiː;adjective
1;ſwāthe;;;;v.;61.0;208;swathe;swathe;s w A D;swɑð;verb
1;ſway;;;;n.;62.0;208;sway;sway;s w eI;sw?;noun
1;ſwear;;;;v.;63.0;208;swear;swear;s w E r\;swɛɹ;verb
1;ſweat;;;;n.;64.0;208;sweat;sweat;s w E t;swɛt;noun
2;ſweaʹting;;;;n.;65.0;208;sweating;sweating;s w E 4 i N;swɛɾiŋ;noun
2;ſweaʹty;;;;a.;66.0;208;sweaty;sweaty;s w E 4 i:;swɛɾiː;adjective
1;ſweep;;;;v.;67.0;208;sweep;sweep;s w i: p;swiːp;verb
1;ſweet;;;;a.;68.0;208;sweet;sweet;s w i: t;swiːt;adjective
2;ſweeʹt_e_n;;;;v.;69.0;208;sweeten;sweeten;s w i: t @ n;swiːtən;verb
2;ſweeʹth_e_ărt;;;;n.;70.0;208;sweetheart;sweetheart;s w i: t h A r\ t;swiːthɑɹt;noun
2;ſweeʹting;;;;n.;71.0;208;sweeting;sweeting;s w i: 4 i N;swiːɾiŋ;noun
1;ſwĕll;;;;v.;72.0;208;swell;swell;s w E l;swɛl;verb
1;ſwĕrve;;;;v.;73.0;208;swerve;swerve;s w 3:r v;swɜ:rv;verb
1;ſwĭft;;;;a.;2.0;209;swift;swift;s w I f t;swɪft;adjective
1;ſwĭg;;;;v.;3.0;209;swig;swig;s w I g;swɪg;verb
1;ſwĭll;;;;n.;4.0;209;swill;swill;s w I l;swɪl;noun
1;ſwĭm;;;;v.;5.0;209;swim;swim;s w I m;swɪm;verb
1;ſwīne;;;;n.;7.0;209;swine;swine;s w aI n;sw?n;noun
1;ſwĭng;;;;v.;9.0;209;swing;swing;s w I N;swɪŋ;verb
2;ſwĭʹnging;;;;a.;12.0;209;swinging;swinging;s w I N i N;swɪŋiŋ;adjective
1;ſwĭtch;;;;n.;14.0;209;switch;switch;s w I tS;swɪ?;noun
2;ſwĭʹvel;;;;n.;15.0;209;swivel;swivel;s w I v @ l;swɪvəl;noun
1;ſwoon;;;;v.;17.0;209;swoon;swoon;s w u n;swun;verb
1;ſwoop;;;;v.;18.0;209;swoop;swoop;s w u p;swup;verb
1;ſword;;;;n.;20.0;209;sword;sword;s O: r\ d;sOːɹd;noun
4;ſympăthĕʹtic;G.;;;a.;35.0;209;sympathetic;sympathetic;s I m p @ T E 4 i k;sɪmpəθɛɾik;adjective
3;ſyʹmpăthīze;;;;v.;36.0;209;sympathize;sympathize;s I m p @ T aI z;sɪmpəθ?z;verb
3;ſynŏʹpſis;G.;;;n.;51.0;209;synopsis;synopsis;s i n A p s i s;sinɑpsis;noun
2;syʹſtem;G.;;;n.;56.0;209;system;system;s I s t @ m;sɪstəm;noun
2;tăʹbby;;;;n.;2.0;209;tabby;tabby;t { b i:;tæbiː;noun
2;tāʹh_e_r;;;;n.;3.0;209;taher;taher;t eI 3:r;t?ɜ:r;noun
4;tāʹbĕrnăcle;L.;;;n.;4.0;209;tabernacle;tabernacle;t { b 3:r n { k @ l;tæbɜ:rnækəl;noun
3;tăʹblatūre;;;;n.;6.0;209;tablature;tablature;t { b l @ tS 3:r;tæblə?ɜ:r;noun
2;tāʹble;;;;n.;7.0;209;table;table;t eI b @ l;t?bəl;noun
2;taʹbles;;;;n.;8.0;209;tables;tables;t eI b @ l z;t?bəlz;noun
2;tāʹbor;;;;n.;9.0;209;tabor;tabor;t eI b 3:r;t?bɜ:r;noun
2;tāʹcit;L.;;;a.;11.0;209;tacit;tacit;t { s i t;tæsit;adjective
1;tăck;;;;n.;2.0;210;tack;tack;t { k;tæk;noun
2;tăʹckle;;;;n.;3.0;210;tackle;tackle;t { k @ l;tækəl;noun
3;tăʹctĭcal;;;;a.;4.0;210;tactical;tactical;t { k t i k @ l;tæktikəl;adjective
2;tăʹctĭcs;G.;;;n.;5.0;210;tactics;tactics;t { k t i k s;tæktiks;noun
2;tăʹctĭle;;;;a.;6.0;210;tactile;tactile;t { k t i l;tæktil;adjective
2;tăʹddy;;;;n.;7.0;210;taddy;taddy;t { 4 i:;tæɾiː;noun
2;tăʹdpōle;;;;n.;8.0;210;tadpole;tadpole;t { d p @U l;tædpoʊl;noun
1;tăg;;;;n.;10.0;210;tag;tag;t { g;tæg;noun
1;tail;;;;n.;11.0;210;tail;tail;t eI l;t?l;noun
2;taiʹlor;;;;n.;12.0;210;tailor;tailor;t eI l 3:r;t?lɜ:r;noun
1;taint;;;;v.;14.0;210;taint;taint;t eI n t;t?nt;verb
2;taiʹnted;;;;a.;15.0;210;tainted;tainted;t eI n t i d;t?ntid;adjective
1;tāke;;;;v.;16.0;210;take;take;t eI k;t?k;verb
2;tăʹlbot;;;;n.;18.0;210;talbot;talbot;t { l b @ t;tælbət;noun
1;tāle;;;;n.;19.0;210;tale;tale;t eI l;t?l;noun
2;taʹlent;;;;n.;20.0;210;talent;talent;t { l @ n t;tælənt;noun
3;taʹlĭſmăn;;;;n.;21.0;210;talisman;talisman;t { l i s m @ n;tælismən;noun
1;talk;;;;n.;22.0;210;talk;talk;t O: k;tOːk;noun
3;taʹlkătive;;;;a.;23.0;210;talkative;talkative;t O: k @ 4 i v;tOːkəɾiv;adjective
1;tall;;;;a.;24.0;210;tall;tall;t O: l;tOːl;adjective
2;taʹllo_w_;;;;n.;26.0;210;tallow;tallow;t { l @U;tæloʊ;noun
2;taʹlly;F.;;;n.;27.0;210;tally;tally;t { l i:;tæliː;noun
2;taʹlmŭd;;;;n.;29.0;210;talmud;talmud;t { l m @ d;tælməd;noun
2;taʹlons;F.;;;n.;31.0;210;talons;talons;t { l @ n z;tælənz;noun
1;tāme;;;;a.;36.0;210;tame;tame;t eI m;t?m;adjective
2;tāʹmmy;;;;n.;39.0;210;tammy;tammy;t { m i:;tæmiː;noun
2;tăʹmp_e_r;;;;v.;40.0;210;tamper;tamper;t { m p 3:r;tæmpɜ:r;verb
1;tăn;;;;n.;41.0;210;tan;tan;t { n;tæn;noun
1;tăng;;;;n.;42.0;210;tang;tang;t { N;tæŋ;noun
2;tăʹngent;L.;;;n.;43.0;210;tangent;tangent;t { n dZ @ n t;tæn?ənt;noun
3;tăʹngĭble;;;;a.;44.0;210;tangible;tangible;t { n dZ @ b @ l;tæn?əbəl;adjective
2;tăʹngle;;;;n.;45.0;210;tangle;tangle;t { N g @ l;tæŋgəl;noun
2;tăʹnkărd;;;;n.;46.0;210;tankard;tankard;t { N k 3:r d;tæŋkɜ:rd;noun
2;tăʹnner;;;;n.;47.0;210;tanner;tanner;t { n 3:r;tænɜ:r;noun
2;tăʹnſy;;;;n.;48.0;210;tansy;tansy;t { n z i:;tænziː;noun
3;tăʹntălīze;;;;v.;49.0;210;tantalize;tantalize;t { n t @ l aI z;tæntəl?z;verb
3;tăʹntălus;;;;n.;50.0;210;tantalus;tantalus;t { n t @ l @ s;tæntələs;noun
1;tāp;;;;n.;53.0;210;tap;tap;t { p;tæp;noun
1;tāpe;;;;n.;54.0;210;tape;tape;t eI p;t?p;noun
